scorer,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000
bodyparts,Shoulder,Shoulder,Shoulder,Elbow,Elbow,Elbow,Wrist,Wrist,Wrist
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1422.438232421875,377.4359436035156,0.9394078254699707,1400.6156005859375,457.5603332519531,0.9386957287788391,1518.637939453125,460.8477478027344,0.8715980052947998
1,1422.6072998046875,377.091552734375,0.9417872428894043,1400.8140869140625,457.16253662109375,0.9385451078414917,1518.423828125,461.1083679199219,0.8813150525093079
2,1423.2532958984375,377.1661376953125,0.9418722987174988,1401.607421875,457.8395690917969,0.9422833919525146,1518.45703125,461.0439758300781,0.8778016567230225
3,1423.2166748046875,377.2485656738281,0.9433712959289551,1401.690185546875,458.1714782714844,0.9448646306991577,1518.91015625,461.65313720703125,0.8718055486679077
4,1422.9556884765625,377.912353515625,0.9483863115310669,1401.7528076171875,458.961181640625,0.939563512802124,1519.481689453125,461.5763244628906,0.8495020866394043
5,1422.6749267578125,378.7345886230469,0.9471287727355957,1401.700927734375,459.4770202636719,0.940868616104126,1519.580322265625,462.2131042480469,0.8505181074142456
6,1422.036376953125,379.9538879394531,0.9505202770233154,1401.2738037109375,460.05096435546875,0.9380221366882324,1522.4462890625,463.73309326171875,0.8241532444953918
7,1421.901123046875,381.429443359375,0.9475159645080566,1400.6185302734375,461.1318054199219,0.9415812492370605,1522.8582763671875,463.99090576171875,0.8161176443099976
8,1421.5206298828125,383.9201965332031,0.9559118747711182,1399.908203125,462.3099365234375,0.9419574737548828,1519.037841796875,466.1986999511719,0.84074866771698
9,1420.977294921875,384.8881530761719,0.9567663669586182,1399.6988525390625,463.3186950683594,0.9392228126525879,1518.4525146484375,468.5628356933594,0.848114013671875
10,1420.5980224609375,385.8761291503906,0.9562491178512573,1398.4547119140625,464.5121154785156,0.9431982040405273,1518.5899658203125,470.45574951171875,0.8733022212982178
11,1420.2041015625,387.0127868652344,0.949621856212616,1398.0205078125,465.2703552246094,0.9444154500961304,1518.61767578125,472.3423156738281,0.8504000902175903
12,1420.3248291015625,387.6873474121094,0.94992995262146,1397.7349853515625,466.47247314453125,0.9455615282058716,1518.5323486328125,474.76727294921875,0.8513931035995483
13,1420.7823486328125,388.0766906738281,0.9494189023971558,1397.925537109375,466.7515563964844,0.9454862475395203,1518.0355224609375,475.6235656738281,0.8680477142333984
14,1421.068603515625,388.61175537109375,0.9464215636253357,1398.413330078125,467.05523681640625,0.9421354532241821,1517.949951171875,477.2388916015625,0.8954886198043823
15,1421.4569091796875,388.70635986328125,0.9399920701980591,1398.89111328125,467.2989196777344,0.9390244483947754,1518.440673828125,477.21710205078125,0.8945122957229614
16,1421.865478515625,388.6875,0.9425461292266846,1399.5279541015625,467.0114440917969,0.9378476142883301,1519.0816650390625,478.0545349121094,0.8956049680709839
17,1422.5628662109375,388.2103576660156,0.9464128017425537,1399.8402099609375,466.7624816894531,0.9353678226470947,1519.7567138671875,478.3670959472656,0.8773974180221558
18,1424.0245361328125,387.1252136230469,0.9391367435455322,1401.0960693359375,465.81597900390625,0.93694007396698,1521.9346923828125,478.4940490722656,0.8680486679077148
19,1424.599365234375,386.2447814941406,0.9396854639053345,1402.980224609375,465.4347839355469,0.947845458984375,1523.7811279296875,477.8844299316406,0.8646554946899414
20,1426.61572265625,385.7767333984375,0.9370830059051514,1405.0228271484375,464.0716247558594,0.9325200915336609,1524.41015625,476.2048645019531,0.8811021447181702
21,1427.42578125,384.84075927734375,0.9481440186500549,1406.1011962890625,462.6756591796875,0.9296725988388062,1525.344970703125,474.6730651855469,0.8764278292655945
22,1428.202880859375,383.554931640625,0.9622876644134521,1409.191162109375,461.5528869628906,0.9400575757026672,1529.3348388671875,473.68658447265625,0.8538063764572144
23,1429.29541015625,381.980224609375,0.9670038819313049,1411.8289794921875,461.0799560546875,0.9445245862007141,1531.573486328125,472.6616516113281,0.9003554582595825
24,1429.6026611328125,381.35003662109375,0.971394419670105,1414.012939453125,460.9454345703125,0.9502065777778625,1533.1358642578125,472.01519775390625,0.896365761756897
25,1430.6763916015625,380.3515319824219,0.9716144800186157,1416.1644287109375,460.6056823730469,0.9454507231712341,1535.5103759765625,470.3136901855469,0.8828234076499939
26,1431.2728271484375,379.9627990722656,0.9665889739990234,1416.7064208984375,460.41546630859375,0.9378034472465515,1539.73486328125,471.661865234375,0.8535619974136353
27,1431.662109375,379.869873046875,0.9632238745689392,1417.7669677734375,459.70733642578125,0.93587327003479,1539.8341064453125,472.0641784667969,0.861330509185791
28,1432.286376953125,379.5724792480469,0.9578702449798584,1418.1500244140625,459.27337646484375,0.9415273666381836,1541.29638671875,471.6982116699219,0.8614729642868042
29,1432.6373291015625,379.5230712890625,0.9551859498023987,1419.4964599609375,459.45159912109375,0.9445247054100037,1541.75,471.81561279296875,0.8668926954269409
30,1433.046630859375,379.6102294921875,0.9531891345977783,1419.8218994140625,459.6716003417969,0.9456429481506348,1541.7222900390625,473.0198059082031,0.8571576476097107
31,1434.8763427734375,378.4379577636719,0.9429261088371277,1420.3984375,459.78826904296875,0.9431776404380798,1541.72607421875,472.7777099609375,0.8586264848709106
32,1433.2108154296875,380.0538635253906,0.9497159719467163,1420.048583984375,459.872802734375,0.9416378736495972,1542.5909423828125,474.2579345703125,0.8543075323104858
33,1433.4561767578125,380.1838684082031,0.944206714630127,1420.438232421875,460.3130798339844,0.941361129283905,1541.59765625,475.5258483886719,0.8806896209716797
34,1433.1383056640625,380.42938232421875,0.9499013423919678,1420.0823974609375,461.04541015625,0.9382002353668213,1541.890869140625,476.86773681640625,0.8770149946212769
35,1433.0772705078125,381.033447265625,0.94525545835495,1419.7852783203125,461.2195129394531,0.9341421723365784,1541.4219970703125,478.7713317871094,0.8885654211044312
