,level_0,,y,frame,index,treatment,cno,plexi_x,plexi_y,plexipixwidth,pixpermm,startframe,numframes,minframebef,peakframe,aroundpeakframes,fixind,goodbad,marker,rat,file,frame_md,time
382,182,-51.802631574653205,-1.7506768342290184,182,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,182,0.728
383,183,-51.96973683779725,-1.5058316882039677,183,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,183,0.732
384,184,-52.13684210094129,-1.3362301474015692,184,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,184,0.736
385,185,-52.30394736408533,-1.2402360747798353,185,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,185,0.74
386,186,-52.471052627229376,-1.2154109886901991,186,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,186,0.744
387,187,-52.63815789037342,-1.2784298878998703,187,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,187,0.748
388,188,-52.80526315351746,-1.401947610303876,188,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,188,0.752
389,189,-52.9723684166615,-1.5880363128416473,189,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,189,0.756
390,190,-53.13947367980555,-1.726488354188452,190,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,190,0.76
391,191,-53.306578942949585,-1.8500477237171693,191,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,191,0.764
392,192,-53.47368420609363,-1.963619432788501,192,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,192,0.768
393,193,-53.640789469237674,-2.0533953347093448,193,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,193,0.772
394,194,-53.80789473238172,-2.146605849506385,194,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,194,0.776
395,195,-53.974999995525756,-2.2236113830864768,195,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,195,0.78
396,196,-54.1421052586698,-2.3319899506894517,196,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,196,0.784
397,197,-54.309210521813846,-2.4544741444477127,197,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,197,0.788
398,198,-54.47631578495788,-2.5877780912161508,198,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,198,0.792
399,199,-54.64342104810193,-2.737867529123463,199,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,199,0.796
400,0,-49.964473680068735,-18.37204090434585,0,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,0,0.0
401,1,-50.13157894321278,-17.904508582521604,1,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,1,0.004
402,2,-50.298684206356825,-17.54077704434803,2,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,2,0.008
403,3,-50.46578946950086,-17.22166487567759,3,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,3,0.012
404,4,-50.63289473264491,-16.976808680415374,4,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,4,0.016
405,5,-50.79999999578895,-16.71295799652226,5,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,5,0.02
406,6,-50.96710525893299,-16.453336620640027,6,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,6,0.024
407,7,-51.13421052207703,-16.230419110742975,7,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,7,0.028
408,8,-51.30131578522108,-15.920510956632409,8,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,8,0.032
409,9,-51.46842104836512,-15.606323347973037,9,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,9,0.036
410,10,-51.63552631150916,-15.257600923578462,10,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,10,0.04
411,11,-51.802631574653205,-14.956555957558239,11,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,11,0.044
412,12,-51.96973683779725,-14.704775290357775,12,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,12,0.048
413,13,-52.13684210094129,-14.482779116852152,13,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,13,0.052
414,14,-52.30394736408533,-14.33520550525357,14,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,14,0.056
415,15,-52.471052627229376,-14.229853578692953,15,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,15,0.06
416,16,-52.63815789037342,-14.095397111493895,16,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,16,0.064
417,17,-52.80526315351746,-13.920633027110688,17,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,17,0.068
418,18,-52.9723684166615,-13.708415428497602,18,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,18,0.072
419,19,-53.13947367980555,-13.471791764865902,19,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,19,0.076
420,20,-53.306578942949585,-13.134471303286054,20,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,20,0.08
421,21,-53.47368420609363,-12.739728806092124,21,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,21,0.084
422,22,-53.640789469237674,-12.33460937531602,22,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,22,0.088
423,23,-53.80789473238172,-11.857448918212958,23,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,23,0.092
424,24,-53.974999995525756,-11.378874158752565,24,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,24,0.096
425,25,-54.1421052586698,-10.871551834008345,25,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,25,0.1
426,26,-54.309210521813846,-10.40295793547477,26,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,26,0.104
427,27,-54.47631578495788,-9.959548648209408,27,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,27,0.108
428,28,-54.64342104810193,-9.563321303528541,28,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,28,0.112
429,29,-54.81052631124597,-9.2498059984537,29,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,29,0.116
430,30,-54.97763157439002,-8.942026947351026,30,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,30,0.12
431,31,-55.144736837534055,-8.615470142654193,31,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,31,0.124
432,32,-55.3118421006781,-8.30898555218267,32,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,32,0.128
433,33,-55.478947363822144,-8.012801400574475,33,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,33,0.132
434,34,-55.64605262696618,-7.736953794942272,34,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,34,0.136
435,35,-55.813157890110226,-7.499753021153944,35,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,35,0.14
436,36,-55.98026315325427,-7.2475941300658455,36,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,36,0.144
437,37,-56.147368416398315,-7.020138783458555,37,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,37,0.148
438,38,-56.31447367954235,-6.763974118926864,38,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,38,0.152
439,39,-56.4815789426864,-6.3829020779321235,39,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,39,0.156
440,40,-56.64868420583044,-5.933729338572335,40,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,40,0.16
441,41,-56.81578946897448,-5.398578235111786,41,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,41,0.164
442,42,-56.982894732118524,-4.875665436725342,42,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,42,0.168
443,43,-57.14999999526257,-4.384227665320253,43,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,43,0.172
444,44,-57.31710525840661,-3.9077990076941562,44,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,44,0.176
445,45,-57.48421052155065,-3.490812696201005,45,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,45,0.18
446,46,-57.651315784694695,-3.070011848061367,46,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,46,0.184
447,47,-57.81842104783874,-2.675747017889565,47,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,47,0.188
448,48,-57.98552631098278,-2.252820466507332,48,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,48,0.192
449,49,-58.15263157412682,-1.8222299942379925,49,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,49,0.196
450,50,-58.31973683727087,-1.373647964095976,50,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,50,0.2
451,51,-58.48684210041491,-0.9426248716944905,51,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,51,0.204
452,52,-58.65394736355895,-0.5750575483414277,52,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,52,0.208
453,53,-58.82105262670299,-0.22515285557001158,53,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,53,0.212
454,54,-58.98815788984704,0.13793952673053347,54,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,54,0.216
455,55,-59.155263152991076,0.565204178612687,55,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,55,0.22
456,56,-59.32236841613512,1.0609375534516678,56,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,56,0.224
457,57,-59.489473679279165,1.63447625665333,57,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,57,0.228
458,58,-59.65657894242321,2.228170468329725,58,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,58,0.232
459,59,-59.82368420556725,2.8239019893513886,59,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,59,0.236
460,60,-59.99078946871129,3.3573574598775178,60,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,60,0.24
461,61,-60.157894731855336,3.8066296423717962,61,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,61,0.244
462,62,-60.32499999499938,4.161541339462376,62,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,62,0.248
463,63,-60.49210525814342,4.431243869347246,63,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,63,0.252
464,64,-60.65921052128746,4.7476234766722225,64,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,64,0.256
465,65,-60.82631578443151,5.123917147563022,65,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,65,0.26
466,66,-60.993421047575545,5.512874094188198,66,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,66,0.264
467,67,-61.16052631071959,5.941774033171021,67,2,excite,no,1714,400,38,5.984251969,0,1000,634,699,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_57_27_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,67,0.268
