,level_0,,y,frame,index,treatment,cno,plexi_x,plexi_y,plexipixwidth,pixpermm,startframe,numframes,minframebef,peakframe,aroundpeakframes,fixind,goodbad,marker,rat,file,frame_md,time
2963,163,-54.97763157439002,-20.02845074671643,163,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,163,0.652
2964,164,-55.144736837534055,-19.6157991359579,164,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,164,0.656
2965,165,-55.3118421006781,-19.213693597104346,165,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,165,0.66
2966,166,-55.478947363822144,-18.788212122112633,166,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,166,0.664
2967,167,-55.64605262696618,-18.3443149685293,167,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,167,0.668
2968,168,-55.813157890110226,-17.949918397452823,168,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,168,0.672
2969,169,-55.98026315325427,-17.612722027305765,169,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,169,0.676
2970,170,-56.147368416398315,-17.17872669010644,170,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,170,0.68
2971,171,-56.31447367954235,-16.73925093127242,171,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,171,0.684
2972,172,-56.4815789426864,-16.307503688865864,172,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,172,0.688
2973,173,-56.64868420583044,-15.868756329743531,173,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,173,0.692
2974,174,-56.81578946897448,-15.399683064305185,174,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,174,0.696
2975,175,-56.982894732118524,-14.855562530089225,175,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,175,0.7
2976,176,-57.14999999526257,-14.391854094265977,176,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,176,0.704
2977,177,-57.31710525840661,-14.001238062183159,177,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,177,0.708
2978,178,-57.48421052155065,-13.525525905090257,178,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,178,0.712
2979,179,-57.651315784694695,-13.019927261344046,179,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,179,0.716
2980,180,-57.81842104783874,-12.53190030445819,180,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,180,0.72
2981,181,-57.98552631098278,-12.10025080530349,181,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,181,0.724
2982,182,-58.15263157412682,-11.67762598309003,182,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,182,0.728
2983,183,-58.31973683727087,-11.148007147684712,183,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,183,0.732
2984,184,-58.48684210041491,-10.67980167233462,184,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,184,0.736
2985,185,-58.65394736355895,-10.233304548251823,185,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,185,0.74
2986,186,-58.82105262670299,-9.71805822057643,186,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,186,0.744
2987,187,-58.98815788984704,-9.188687568036709,187,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,187,0.748
2988,188,-59.155263152991076,-8.576655872370184,188,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,188,0.752
2989,189,-59.32236841613512,-8.04132798111496,189,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,189,0.756
2990,190,-59.489473679279165,-7.5321434349374945,190,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,190,0.76
2991,191,-59.65657894242321,-6.9721238983799525,191,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,191,0.764
2992,192,-59.82368420556725,-6.490869273935972,192,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,192,0.768
2993,193,-59.99078946871129,-5.923296308863006,193,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,193,0.772
2994,194,-60.157894731855336,-5.452217181908238,194,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,194,0.776
2995,195,-60.32499999499938,-5.024025244045397,195,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,195,0.78
2996,196,-60.49210525814342,-4.619178644433179,196,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,196,0.784
2997,197,-60.65921052128746,-4.2564041401865005,197,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,197,0.788
2998,198,-60.82631578443151,-3.9067161824518157,198,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,198,0.792
2999,199,-60.993421047575545,-3.6814451850382555,199,17,control,no,1714,400,38,5.984251969,0,1000,521,566,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_48_10_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,199,0.796
3000,0,-19.38421052470894,-21.285362670204783,0,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,0,0.0
3001,1,-19.551315787852985,-21.39362819561213,1,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,1,0.004
3002,2,-19.718421050997026,-21.450530067138047,2,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,2,0.008
3003,3,-19.885526314141067,-21.477875229243022,3,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,3,0.012
3004,4,-20.052631577285112,-21.51734990393307,4,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,4,0.016
3005,5,-20.219736840429153,-21.55370529397683,5,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,5,0.02
3006,6,-20.386842103573198,-21.591236152866863,6,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,6,0.024
3007,7,-20.55394736671724,-21.611380612104412,7,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,7,0.028
3008,8,-20.721052629861283,-21.623197346283554,8,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,8,0.032
3009,9,-20.888157893005324,-21.64133679394601,9,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,9,0.036
3010,10,-21.055263156149365,-21.635069326648527,10,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,10,0.04
3011,11,-21.22236841929341,-21.631992539068253,11,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,11,0.044
3012,12,-21.38947368243745,-21.62915458499905,12,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,12,0.048
3013,13,-21.556578945581496,-21.62587721126714,13,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,13,0.052
3014,14,-21.723684208725537,-21.569190374895314,14,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,14,0.056
3015,15,-21.89078947186958,-21.483316553576966,15,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,15,0.06
3016,16,-22.057894735013623,-21.391389450173893,16,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,16,0.064
3017,17,-22.224999998157664,-21.262860473744116,17,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,17,0.068
3018,18,-22.392105261301708,-21.121441287247396,18,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,18,0.072
3019,19,-22.55921052444575,-20.95033280048372,19,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,19,0.076
3020,20,-22.726315787589794,-20.840002767608837,20,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,20,0.08
3021,21,-22.893421050733835,-20.726686890874987,21,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,21,0.084
3022,22,-23.06052631387788,-20.623394372133973,22,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,22,0.088
3023,23,-23.22763157702192,-20.557307184757242,23,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,23,0.092
3024,24,-23.394736840165965,-20.50235337873795,24,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,24,0.096
3025,25,-23.561842103310006,-20.495209621939008,25,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,25,0.1
3026,26,-23.728947366454047,-20.487785384504296,26,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,26,0.104
3027,27,-23.896052629598092,-20.5130065432493,27,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,27,0.108
3028,28,-24.063157892742133,-20.55740152824382,28,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,28,0.112
3029,29,-24.230263155886178,-20.602815592881633,29,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,29,0.116
3030,30,-24.39736841903022,-20.628951288487507,30,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,30,0.12
3031,31,-24.564473682174263,-20.633940444038938,31,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,31,0.124
3032,32,-24.731578945318304,-20.650908672561727,32,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,32,0.128
3033,33,-24.898684208462345,-20.648728573074603,33,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,33,0.132
3034,34,-25.06578947160639,-20.645480947288906,34,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,34,0.136
3035,35,-25.23289473475043,-20.63368716152543,35,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,35,0.14
3036,36,-25.399999997894476,-20.640908262984535,36,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,36,0.144
3037,37,-25.567105261038517,-20.659754861825665,37,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,37,0.148
3038,38,-25.73421052418256,-20.651238449794093,38,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,38,0.152
3039,39,-25.901315787326602,-20.646552723294093,39,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,39,0.156
3040,40,-26.068421050470644,-20.648034171015734,40,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,40,0.16
3041,41,-26.235526313614688,-20.6540602549782,41,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,41,0.164
3042,42,-26.40263157675873,-20.692655240401518,42,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,42,0.168
3043,43,-26.569736839902774,-20.755096179513234,43,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,43,0.172
3044,44,-26.736842103046815,-20.870806340946988,44,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,44,0.176
3045,45,-26.90394736619086,-20.98423271005251,45,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,45,0.18
3046,46,-27.0710526293349,-21.066061660626524,46,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,46,0.184
3047,47,-27.23815789247894,-21.084224906645954,47,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,47,0.188
3048,48,-27.405263155622986,-21.037955801039693,48,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,48,0.192
3049,49,-27.572368418767027,-20.914976091491575,49,18,control,no,1714,400,38,5.984251969,0,1000,493,516,200,0,good,Wrist,er6,grantprelim_week1_cam3_ratER6Control_2022-01-31_12_51_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,49,0.196
