scorer,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000
bodyparts,Shoulder,Shoulder,Shoulder,Elbow,Elbow,Elbow,Wrist,Wrist,Wrist
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1485.865234375,397.67718505859375,0.9741158485412598,1428.1434326171875,476.4897766113281,0.9600532054901123,1463.808349609375,556.3285522460938,0.9229387044906616
1,1486.3629150390625,398.3650207519531,0.9706787467002869,1428.4986572265625,476.7646484375,0.9619790315628052,1463.809814453125,556.39306640625,0.9231895208358765
2,1486.89453125,398.99334716796875,0.9675447940826416,1428.458984375,477.4071350097656,0.9627295136451721,1463.62158203125,556.6300048828125,0.9232226610183716
3,1487.058837890625,399.4049987792969,0.9644261598587036,1428.6805419921875,477.62060546875,0.9631017446517944,1463.6357421875,556.4640502929688,0.9260956645011902
4,1486.585205078125,399.2702941894531,0.9682589769363403,1428.8004150390625,477.90936279296875,0.9609874486923218,1463.750732421875,556.27880859375,0.9242649078369141
5,1487.01806640625,399.4381408691406,0.9638329744338989,1428.9852294921875,477.92681884765625,0.9615923762321472,1463.78271484375,557.1536865234375,0.9294690489768982
6,1486.982177734375,399.2843017578125,0.9649907350540161,1429.277587890625,478.12188720703125,0.9624052047729492,1464.15673828125,556.6553955078125,0.9245617389678955
7,1487.6756591796875,399.71807861328125,0.9580336809158325,1429.4271240234375,478.0514221191406,0.9623090028762817,1463.5809326171875,557.424072265625,0.9327207803726196
8,1487.62646484375,399.49835205078125,0.9582136869430542,1429.5911865234375,478.02569580078125,0.9625351428985596,1463.946044921875,556.5578002929688,0.9288426637649536
9,1487.522705078125,399.77764892578125,0.9591679573059082,1429.57373046875,478.1808776855469,0.962525486946106,1463.8321533203125,557.1538696289062,0.9324047565460205
10,1487.3507080078125,399.653076171875,0.9573412537574768,1429.560302734375,478.03509521484375,0.9630925059318542,1463.79443359375,556.951416015625,0.9274801015853882
11,1487.1259765625,399.2278747558594,0.9626719355583191,1429.3775634765625,477.8055114746094,0.9608103036880493,1463.9598388671875,557.0692138671875,0.9288894534111023
12,1487.1773681640625,398.5050048828125,0.9659183025360107,1429.705322265625,477.3650207519531,0.9617551565170288,1463.9359130859375,556.8319091796875,0.9277522563934326
13,1487.598876953125,398.21417236328125,0.962361752986908,1429.765869140625,477.0009460449219,0.9607625007629395,1463.7274169921875,556.96630859375,0.9298946857452393
14,1487.1160888671875,397.076171875,0.9675312042236328,1430.1129150390625,476.5100402832031,0.958870530128479,1463.6705322265625,556.9520263671875,0.931991696357727
15,1487.08740234375,396.9375305175781,0.9673370122909546,1430.3958740234375,476.1009521484375,0.957283616065979,1463.5946044921875,557.3968505859375,0.9310008883476257
16,1485.6373291015625,395.1457824707031,0.9754681587219238,1430.75048828125,475.3548583984375,0.9534591436386108,1463.7276611328125,556.6722412109375,0.9277506470680237
17,1485.7518310546875,394.79705810546875,0.9777194857597351,1430.70654296875,474.7304382324219,0.9546238780021667,1463.9698486328125,556.9214477539062,0.9303237795829773
18,1485.1138916015625,393.5695495605469,0.9786065220832825,1430.821533203125,474.2193603515625,0.9511871337890625,1463.591064453125,556.5067749023438,0.9337447285652161
19,1485.119140625,392.7621154785156,0.977643609046936,1430.43603515625,473.3404235839844,0.9481769800186157,1464.4041748046875,556.2136840820312,0.9310914278030396
20,1484.33447265625,391.75152587890625,0.9715375900268555,1430.1173095703125,472.9002380371094,0.938443660736084,1464.2698974609375,556.0308837890625,0.9323161840438843
21,1483.0517578125,391.0801696777344,0.9680349230766296,1429.8104248046875,471.9032897949219,0.9448777437210083,1464.6524658203125,555.4151000976562,0.9329593181610107
22,1482.06298828125,390.31610107421875,0.9670165777206421,1429.376708984375,471.4115295410156,0.9450324773788452,1464.6749267578125,555.6742553710938,0.9337518215179443
23,1480.0472412109375,389.8785400390625,0.9675598740577698,1428.5821533203125,470.9053039550781,0.9564440250396729,1465.0880126953125,554.7560424804688,0.9316394329071045
24,1478.5592041015625,389.5993957519531,0.96477210521698,1427.9613037109375,470.79766845703125,0.9543060064315796,1465.34033203125,554.1698608398438,0.9249633550643921
25,1477.3387451171875,388.4842834472656,0.9671189188957214,1427.0828857421875,470.49517822265625,0.9549248814582825,1465.45751953125,553.6596069335938,0.9197219014167786
26,1476.0533447265625,388.7812805175781,0.9641497135162354,1426.031005859375,470.84942626953125,0.9537814855575562,1465.2703857421875,553.6229858398438,0.9184487462043762
27,1474.61865234375,388.7698974609375,0.9586958885192871,1424.532470703125,470.9230651855469,0.9497823119163513,1464.845458984375,553.67236328125,0.9218781590461731
28,1472.5916748046875,389.2816467285156,0.9585039019584656,1423.8135986328125,471.7160339355469,0.9548041820526123,1463.4786376953125,551.413818359375,0.9162891507148743
29,1470.9166259765625,389.6327819824219,0.970423698425293,1422.2735595703125,472.732666015625,0.958802342414856,1463.4129638671875,550.8945922851562,0.9198072552680969
30,1469.9267578125,390.0691223144531,0.9687739610671997,1420.2667236328125,474.8788757324219,0.9577592611312866,1463.0107421875,551.1716918945312,0.9144830703735352
31,1468.749755859375,390.589111328125,0.9689633250236511,1419.0045166015625,475.2273864746094,0.9559518098831177,1462.6044921875,550.8887329101562,0.9266963005065918
32,1467.8753662109375,390.82159423828125,0.9698917865753174,1418.129638671875,475.6712951660156,0.9531717300415039,1462.017822265625,549.8751831054688,0.9335312843322754
33,1467.02880859375,390.5926208496094,0.9692139029502869,1417.758056640625,475.570068359375,0.9540547132492065,1461.23193359375,549.5823364257812,0.9392048120498657
34,1466.7431640625,390.867919921875,0.9711883068084717,1417.4775390625,475.31011962890625,0.9506397247314453,1460.8397216796875,549.0049438476562,0.941964864730835
35,1466.3890380859375,390.1979675292969,0.9720009565353394,1417.49267578125,475.0311584472656,0.9474127888679504,1460.85205078125,548.6233520507812,0.9414772987365723
