,level_0,,x,frame,index,treatment,cno,plexi_x,plexi_y,plexipixwidth,pixpermm,startframe,numframes,minframebef,peakframe,aroundpeakframes,fixind,goodbad,marker,rat,file,frame_md,time
6177,177,-108.24053452115812,-31.44916627879663,177,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,177,0.708
6178,178,-108.12917594654787,-31.30065192978029,178,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,178,0.712
6179,179,-108.01781737193764,-31.32373382183207,179,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,179,0.716
6180,180,-107.90645879732739,-31.169496577318817,180,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,180,0.72
6181,181,-107.79510022271714,-31.026406065127365,181,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,181,0.724
6182,182,-107.6837416481069,-31.002467777787444,182,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,182,0.728
6183,183,-107.57238307349665,-30.99995070063104,183,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,183,0.732
6184,184,-107.4610244988864,-30.974775397874915,184,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,184,0.736
6185,185,-107.34966592427617,-30.965395830433376,185,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,185,0.74
6186,186,-107.23830734966592,-30.980693134627867,186,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,186,0.744
6187,187,-107.12694877505568,-31.024126875551,187,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,187,0.748
6188,188,-107.01559020044543,-31.084634147932906,188,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,188,0.752
6189,189,-106.90423162583518,-31.33595444665807,189,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,189,0.756
6190,190,-106.79287305122494,-31.659105466575028,190,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,190,0.76
6191,191,-106.6815144766147,-31.984370287560328,191,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,191,0.764
6192,192,-106.57015590200444,-32.24619615493923,192,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,192,0.768
6193,193,-106.45879732739421,-32.54401781157202,193,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,193,0.772
6194,194,-106.34743875278396,-32.79498694291712,194,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,194,0.776
6195,195,-106.23608017817371,-32.96908666756565,195,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,195,0.78
6196,196,-106.12472160356347,-33.11414145148942,196,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,196,0.784
6197,197,-106.01336302895322,-33.24419798989073,197,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,197,0.788
6198,198,-105.90200445434299,-33.51190987567859,198,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,198,0.792
6199,199,-105.79064587973274,-33.62932665399382,199,37,excite,no,1474,368,59,8.98,0,1000,367,425,200,0,good,Wrist,VVme,VV_male_excite_11_11_01DLC_resnet50_Please_use_this_oneMay20shuffle1_200000.csv,199,0.796
6200,0,-193.9306358381503,-29.17186629894653,0,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,0,0.0
6201,1,-193.78612716763007,-29.38078359071761,1,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,1,0.004
6202,2,-193.64161849710982,-29.345964042089122,2,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,2,0.008
6203,3,-193.4971098265896,-28.92812945854703,3,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,3,0.012
6204,4,-193.35260115606937,-28.579933972261905,4,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,4,0.016
6205,5,-193.20809248554914,-28.162099388719813,5,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,5,0.02
6206,6,-193.0635838150289,-27.988001645577253,6,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,6,0.024
6207,7,-192.91907514450867,-27.74426480517769,7,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,7,0.028
6208,8,-192.77456647398844,-27.25679112437859,8,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,8,0.032
6209,9,-192.63005780346822,-27.187152027121552,9,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,9,0.036
6210,10,-192.48554913294797,-26.943415186721985,10,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,10,0.04
6211,11,-192.34104046242774,-26.5952197004369,11,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,11,0.044
6212,12,-192.19653179190752,-26.42112195729437,12,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,12,0.048
6213,13,-192.0520231213873,-25.898828727866753,13,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,13,0.052
6214,14,-191.90751445086704,-25.585452790210184,14,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,14,0.056
6215,15,-191.76300578034682,-25.376535498439104,15,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,15,0.06
6216,16,-191.6184971098266,-25.306896401182065,16,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,16,0.064
6217,17,-191.47398843930637,-25.13279865803954,17,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,17,0.068
6218,18,-191.32947976878614,-25.028340012154015,18,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,18,0.072
6219,19,-191.1849710982659,-25.028340012154015,19,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,19,0.076
6220,20,-191.04046242774567,-25.097979109411053,20,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,20,0.08
6221,21,-190.89595375722544,-25.411355047067623,21,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,21,0.084
6222,22,-190.75144508670522,-25.585452790210184,22,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,22,0.088
6223,23,-190.60693641618496,-25.93364827649524,23,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,23,0.092
6224,24,-190.46242774566474,-26.14256556826632,24,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,24,0.096
6225,25,-190.31791907514452,-26.490761054551406,25,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,25,0.1
6226,26,-190.1734104046243,-26.9085956380935,26,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,26,0.104
6227,27,-190.02890173410404,-26.804136992207976,27,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,27,0.108
6228,28,-189.88439306358381,-26.76931744357946,28,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,28,0.112
6229,29,-189.7398843930636,-26.76931744357946,29,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,29,0.116
6230,30,-189.59537572254337,-26.42112195729437,30,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,30,0.12
6231,31,-189.4508670520231,-26.247024214151843,31,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,31,0.124
6232,32,-189.3063583815029,-25.864009179238234,32,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,32,0.128
6233,33,-189.16184971098266,-25.794370081981196,33,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,33,0.132
6234,34,-189.01734104046244,-25.72473098472416,34,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,34,0.136
6235,35,-188.8728323699422,-25.550633241581632,35,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,35,0.14
6236,36,-188.72832369942196,-25.16761820666809,36,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,36,0.144
6237,37,-188.58381502890174,-24.749783623125964,37,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,37,0.148
6238,38,-188.43930635838151,-24.575685879983435,38,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,38,0.152
6239,39,-188.29479768786126,-24.366768588212356,39,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,39,0.156
6240,40,-188.15028901734104,-23.84447535878474,40,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,40,0.16
6241,41,-188.0057803468208,-23.461460323871133,41,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,41,0.164
6242,42,-187.8612716763006,-23.426640775242646,42,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,42,0.168
6243,43,-187.71676300578034,-23.182903934843015,43,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,43,0.172
6244,44,-187.5722543352601,-22.86952799718648,44,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,44,0.176
6245,45,-187.4277456647399,-22.34723476775883,45,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,45,0.18
6246,46,-187.28323699421966,-22.73024980267247,46,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,46,0.184
6247,47,-187.1387283236994,-22.521332510901424,47,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,47,0.188
6248,48,-186.9942196531792,-22.625791156786946,48,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,48,0.192
6249,49,-186.84971098265896,-22.83470844855796,49,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,49,0.196
6250,50,-186.70520231213874,-22.939167094443516,50,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,50,0.2
6251,51,-186.56069364161849,-22.973986643072035,51,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,51,0.204
6252,52,-186.41618497109826,-22.73024980267247,52,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,52,0.208
6253,53,-186.27167630057804,-23.04362574032904,53,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,53,0.212
6254,54,-186.1271676300578,-22.86952799718648,54,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,54,0.216
6255,55,-185.9826589595376,-22.451693413644385,55,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,55,0.22
6256,56,-185.83815028901734,-22.416873865015866,56,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,56,0.224
6257,57,-185.6936416184971,-22.730249802672436,57,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,57,0.228
6258,58,-185.5491329479769,-22.486512962272872,58,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,58,0.232
6259,59,-185.40462427745666,-22.103497927359264,59,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,59,0.236
6260,60,-185.2601156069364,-21.929400184216735,60,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,60,0.24
6261,61,-185.11560693641619,-21.606075804094875,61,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,61,0.244
6262,62,-184.97109826589596,-21.282751423973014,62,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,62,0.248
6263,63,-184.82658959537574,-20.959427043851154,63,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,63,0.252
6264,64,-184.68208092485548,-20.636102663729293,64,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,64,0.256
6265,65,-184.53757225433526,-20.312778283607432,65,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,65,0.26
6266,66,-184.39306358381504,-19.989453903485572,66,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,66,0.264
6267,67,-184.2485549132948,-19.66612952336371,67,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,67,0.268
6268,68,-184.10404624277456,-18.865279904907975,68,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,68,0.272
6269,69,-183.95953757225433,-17.85551299468123,69,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,69,0.276
6270,70,-183.8150289017341,-16.985024278968524,70,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,70,0.28
6271,71,-183.67052023121389,-16.044896465998782,71,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,71,0.284
6272,72,-183.52601156069363,-14.861031812629474,72,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,72,0.288
6273,73,-183.3815028901734,-13.32897167297511,73,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,73,0.292
6274,74,-183.23699421965318,-11.065701012122016,74,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,74,0.296
6275,75,-183.09248554913296,-9.916655907381228,75,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,75,0.3
6276,76,-182.9479768786127,-9.046167191668555,76,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,76,0.304
6277,77,-182.80346820809248,-8.140858927327331,77,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,77,0.308
6278,78,-182.65895953757226,-7.131092017100551,78,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,78,0.312
6279,79,-182.51445086705203,-6.260603301387846,79,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,79,0.316
6280,80,-182.36994219653178,-6.399881495901855,80,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,80,0.32
6281,81,-182.22543352601156,-5.807949169217201,81,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,81,0.324
6282,82,-182.08092485549133,-4.902640904875978,82,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,82,0.328
6283,83,-181.9364161849711,-4.241069480934319,83,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,83,0.332
6284,84,-181.79190751445086,-3.718776251506702,84,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,84,0.336
6285,85,-181.64739884393063,-3.1964830220791183,85,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,85,0.34
6286,86,-181.5028901734104,-2.2911747577378287,86,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,86,0.344
6287,87,-181.35838150289018,-1.7340619796817265,87,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,87,0.348
6288,88,-181.21387283236996,-1.1073101043685538,88,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,88,0.352
6289,89,-181.0693641618497,-0.5501973263124185,89,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,89,0.356
6290,90,-180.92485549132948,-0.34128003454137185,90,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,90,0.36
6291,91,-180.78034682080926,-0.027904096884769043,91,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,91,0.364
6292,92,-180.63583815028903,-0.027904096884769043,92,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,92,0.368
6293,93,-180.49132947976878,0.2158327435147963,93,38,control,no,1621,457,44,6.92,0,1000,344,379,200,0,good,Wrist,MGc2,labelledData20230612toRenameUniquely/mg_control2_08_25_11_48_51/CollectedData_gtk.csv,93,0.372
