scorer,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000,DLC_resnet50_rupertgrantsubFeb16shuffle1_200000
bodyparts,Shoulder,Shoulder,Shoulder,Elbow,Elbow,Elbow,Wrist,Wrist,Wrist
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1562.4208984375,91.86308288574219,0.9102592468261719,1607.3555908203125,188.95108032226562,0.925487756729126,1727.745361328125,184.31195068359375,0.8607316017150879
1,1561.9296875,91.97112274169922,0.9170364141464233,1607.253173828125,189.22549438476562,0.9268906116485596,1731.453857421875,184.25177001953125,0.855584979057312
2,1561.566650390625,91.7229995727539,0.9197404384613037,1607.0897216796875,189.2517852783203,0.9290575981140137,1727.651611328125,184.8369598388672,0.8471614718437195
3,1558.843017578125,91.96012115478516,0.9183691740036011,1607.141845703125,189.0274658203125,0.9316980838775635,1727.908447265625,184.3246612548828,0.8475342988967896
4,1558.408203125,91.49359130859375,0.9181758761405945,1606.8917236328125,188.94166564941406,0.9340860843658447,1727.1640625,185.2664794921875,0.8504722714424133
5,1561.5137939453125,91.76618194580078,0.911716103553772,1606.916015625,188.94566345214844,0.9344853162765503,1729.274169921875,185.1510467529297,0.8417235612869263
6,1561.683349609375,91.335205078125,0.9093985557556152,1606.8641357421875,188.69662475585938,0.9324231743812561,1727.105712890625,185.54623413085938,0.8375099897384644
7,1558.1466064453125,91.35971069335938,0.9151703119277954,1607.1533203125,188.3173065185547,0.9315975904464722,1726.8072509765625,185.76344299316406,0.8205931186676025
8,1558.27685546875,91.10842895507812,0.9071824550628662,1607.236572265625,188.14402770996094,0.932863712310791,1729.1461181640625,185.64869689941406,0.8273917436599731
9,1558.336669921875,91.05231475830078,0.9063321352005005,1607.33056640625,188.06666564941406,0.9311301708221436,1729.3326416015625,185.4502716064453,0.8276666402816772
10,1561.4461669921875,90.75420379638672,0.9046845436096191,1607.3035888671875,188.15965270996094,0.9286003112792969,1726.9229736328125,185.95596313476562,0.8347797393798828
11,1558.0748291015625,91.76995849609375,0.9167722463607788,1607.44140625,188.50442504882812,0.9296125769615173,1726.2406005859375,185.59423828125,0.845618724822998
12,1558.140869140625,91.78370666503906,0.9155360460281372,1607.2811279296875,188.8105926513672,0.929995059967041,1726.749755859375,185.77777099609375,0.8315932750701904
13,1558.494873046875,92.84276580810547,0.9231732487678528,1607.0992431640625,189.59634399414062,0.9318116903305054,1727.053955078125,186.83990478515625,0.8482553958892822
14,1558.2525634765625,93.84259033203125,0.937211275100708,1606.8345947265625,190.5852508544922,0.9299203157424927,1726.8699951171875,186.40281677246094,0.8487870693206787
15,1558.177490234375,94.58694458007812,0.9284030199050903,1606.8206787109375,191.5941925048828,0.9187362194061279,1726.61279296875,186.57191467285156,0.851737916469574
16,1557.7431640625,95.38699340820312,0.9208930730819702,1608.0108642578125,193.71022033691406,0.920019268989563,1725.9173583984375,187.00616455078125,0.8724185824394226
17,1557.7763671875,96.31245422363281,0.8959411382675171,1607.2684326171875,192.69619750976562,0.9202224016189575,1726.161376953125,187.455810546875,0.8682971000671387
18,1557.76806640625,96.73728942871094,0.9021749496459961,1607.283203125,193.05685424804688,0.9237749576568604,1725.47998046875,187.91439819335938,0.886398434638977
19,1563.387939453125,99.29325103759766,0.8800696134567261,1608.240234375,194.32786560058594,0.9201818704605103,1724.6864013671875,188.07481384277344,0.8824629783630371
20,1563.01708984375,99.42559814453125,0.8827922940254211,1607.099609375,193.56747436523438,0.9229615330696106,1725.232421875,187.49220275878906,0.8707888126373291
21,1562.7479248046875,99.84600067138672,0.8889819383621216,1607.2640380859375,193.99703979492188,0.9184909462928772,1724.64404296875,188.4801025390625,0.8731516003608704
22,1562.9393310546875,100.4759750366211,0.8684506416320801,1606.6710205078125,194.33206176757812,0.9295728206634521,1724.06494140625,189.93142700195312,0.8778889775276184
23,1562.3267822265625,101.0444107055664,0.8522371649742126,1605.77294921875,194.8503875732422,0.9299874305725098,1718.5599365234375,190.500732421875,0.8891716003417969
24,1559.292236328125,101.87273406982422,0.8487851619720459,1604.6387939453125,195.68711853027344,0.9379333257675171,1717.087646484375,191.69090270996094,0.8863271474838257
25,1558.385009765625,102.10851287841797,0.8575876951217651,1603.49072265625,195.53192138671875,0.9372178316116333,1715.9000244140625,192.46519470214844,0.8879857063293457
26,1557.5128173828125,102.54906463623047,0.8682272434234619,1603.2041015625,196.17776489257812,0.9395427107810974,1715.1092529296875,192.6939239501953,0.8878192901611328
27,1558.129638671875,104.82772827148438,0.8664379119873047,1602.87841796875,196.78521728515625,0.9387233257293701,1714.4217529296875,192.99530029296875,0.8541481494903564
28,1557.6644287109375,105.11827850341797,0.8770861625671387,1602.2406005859375,197.0472869873047,0.936104953289032,1714.3157958984375,193.14768981933594,0.8416903018951416
29,1556.7821044921875,105.11247253417969,0.8902575373649597,1601.9686279296875,197.05223083496094,0.9349178671836853,1710.092529296875,192.4755096435547,0.8516893982887268
30,1557.1605224609375,105.25836181640625,0.875092625617981,1601.0260009765625,197.21823120117188,0.9277462959289551,1709.14892578125,192.73483276367188,0.8625695109367371
31,1556.3609619140625,105.12601470947266,0.8742607235908508,1599.333984375,197.6426239013672,0.9345839023590088,1707.5733642578125,193.37705993652344,0.864473819732666
32,1555.6683349609375,104.98603057861328,0.8635629415512085,1598.563232421875,197.91329956054688,0.9395874738693237,1707.123779296875,193.69277954101562,0.8516796827316284
33,1554.769775390625,105.38015747070312,0.8757212162017822,1597.7281494140625,198.03871154785156,0.941001832485199,1706.2674560546875,193.7960205078125,0.8397742509841919
34,1554.18505859375,105.39057922363281,0.8702167272567749,1596.295166015625,198.59326171875,0.9418329000473022,1705.07763671875,195.17105102539062,0.8460763692855835
35,1549.911376953125,103.13682556152344,0.8545799255371094,1594.7176513671875,199.1681671142578,0.9353247284889221,1702.1533203125,196.57046508789062,0.8659332990646362
