scorer,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000
bodyparts,Shoulder,Shoulder,Shoulder,Elbow,Elbow,Elbow,Wrist,Wrist,Wrist
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1214.38916015625,267.79876708984375,0.4167071580886841,1158.9329833984375,432.8906555175781,0.013134658336639404,1202.3792724609375,639.2439575195312,0.23142433166503906
1,1214.2664794921875,268.2929992675781,0.43057239055633545,1158.8682861328125,432.7239685058594,0.01706412434577942,1201.9779052734375,639.33154296875,0.18627184629440308
2,1214.221435546875,268.26605224609375,0.4548587501049042,1251.3702392578125,131.04031372070312,0.018093198537826538,1202.0546875,639.73486328125,0.2160489559173584
3,1214.1788330078125,268.4281005859375,0.4667283296585083,1158.5782470703125,432.6773376464844,0.02462121844291687,1202.287109375,644.2842407226562,0.2452588975429535
4,1214.226806640625,268.4501037597656,0.4585731327533722,1158.69970703125,432.5627136230469,0.02872610092163086,1202.29150390625,644.7639770507812,0.2110457718372345
5,1220.3128662109375,272.88372802734375,0.4302096962928772,1158.6326904296875,432.6620178222656,0.03286471962928772,1202.5986328125,644.879150390625,0.1319112479686737
6,1220.4864501953125,273.11175537109375,0.4384901821613312,1158.5880126953125,432.692138671875,0.03073066473007202,1202.6485595703125,644.797607421875,0.13708126544952393
7,1220.44091796875,273.1750183105469,0.47953203320503235,1158.4906005859375,432.839111328125,0.0333285927772522,1202.466796875,644.6139526367188,0.1321268081665039
8,1220.3203125,273.1103210449219,0.4690994322299957,1152.6015625,432.2302551269531,0.044587552547454834,1202.6978759765625,644.2506713867188,0.15926340222358704
9,1213.9056396484375,268.7179870605469,0.4520566165447235,1152.8905029296875,432.4210510253906,0.04018983244895935,1201.160888671875,639.2831420898438,0.17588898539543152
10,1213.9193115234375,268.91668701171875,0.4335159957408905,1153.1080322265625,432.2686462402344,0.027760833501815796,1200.376220703125,638.2764282226562,0.1893182396888733
11,1219.899658203125,267.7426452636719,0.4349161982536316,1251.2821044921875,131.5458984375,0.01773172616958618,1193.007080078125,632.2855834960938,0.152861088514328
12,1220.0413818359375,267.2012023925781,0.47499361634254456,1251.47607421875,130.936767578125,0.01488301157951355,1186.7237548828125,633.5570678710938,0.11775586009025574
13,1219.3946533203125,263.0876159667969,0.5245550274848938,1255.362060546875,133.49261474609375,0.013734996318817139,1177.1827392578125,632.8037109375,0.08329886198043823
14,1219.3665771484375,262.46441650390625,0.45524463057518005,1256.99267578125,133.33494567871094,0.013757199048995972,1165.040771484375,628.2583618164062,0.025598257780075073
15,1220.712158203125,266.52069091796875,0.4346076548099518,1532.932373046875,414.5293273925781,0.01072603464126587,1159.3763427734375,615.0848999023438,0.08634030818939209
16,1220.644287109375,266.1826171875,0.47881731390953064,1226.7381591796875,256.9864501953125,0.007203727960586548,1146.76220703125,611.8432006835938,0.09593203663825989
17,1219.9827880859375,261.3031921386719,0.5072692632675171,1226.6282958984375,256.4411315917969,0.010861724615097046,1136.809326171875,604.0508422851562,0.10193103551864624
18,1220.490478515625,260.3692932128906,0.5671260356903076,1226.4329833984375,255.8277587890625,0.015074282884597778,1123.1771240234375,592.084716796875,0.08351165056228638
19,1225.2445068359375,259.28326416015625,0.6064846515655518,1226.718994140625,255.594482421875,0.010418921709060669,1123.2760009765625,588.3482055664062,0.1676422357559204
20,1225.91650390625,257.7418518066406,0.6502408385276794,1087.6259765625,293.2397766113281,0.006938248872756958,1128.43798828125,582.5612182617188,0.11568844318389893
21,1225.6610107421875,252.9229736328125,0.6412590146064758,1087.7333984375,292.24078369140625,0.014803260564804077,1123.447998046875,574.85693359375,0.27801060676574707
22,1225.78076171875,246.71990966796875,0.6973403096199036,1087.465576171875,291.8160095214844,0.014877736568450928,1129.972900390625,567.7846069335938,0.14776825904846191
23,1226.190185546875,245.66212463378906,0.6961265802383423,1079.6109619140625,290.8009033203125,0.013038158416748047,1137.0494384765625,560.0231323242188,0.21768754720687866
24,1226.0447998046875,243.94808959960938,0.7371922135353088,1078.8519287109375,290.3020324707031,0.012945413589477539,1146.4755859375,558.8461303710938,0.3543480336666107
25,1226.2626953125,241.89549255371094,0.6289705634117126,1087.864013671875,276.22479248046875,0.0139332115650177,1155.603271484375,557.2662353515625,0.501677393913269
26,1224.87890625,236.43479919433594,0.6369448900222778,1079.0389404296875,276.80865478515625,0.014075517654418945,1165.670166015625,550.8159790039062,0.41119474172592163
27,1226.1453857421875,231.04183959960938,0.652972936630249,1078.96484375,276.4989929199219,0.012385338544845581,1181.4674072265625,549.6546020507812,0.44999390840530396
28,1226.7264404296875,230.2671356201172,0.639293909072876,1074.139892578125,276.24920654296875,0.0109749436378479,1188.6156005859375,542.56787109375,0.5128769874572754
29,1226.5953369140625,229.4753875732422,0.7396947145462036,1085.0443115234375,196.64138793945312,0.010201841592788696,1203.7774658203125,540.1456909179688,0.48543262481689453
30,1226.937744140625,229.05755615234375,0.7264832258224487,1084.8612060546875,196.50430297851562,0.01120808720588684,1212.4373779296875,533.327880859375,0.5351505875587463
31,1227.75830078125,227.899169921875,0.676969051361084,1084.6300048828125,196.5709991455078,0.010370403528213501,1220.0123291015625,525.3817749023438,0.5182191133499146
32,1228.502197265625,226.4807891845703,0.6493809819221497,1084.61328125,196.3678436279297,0.01044967770576477,1227.353271484375,522.8734130859375,0.5444024205207825
33,1229.0091552734375,225.72549438476562,0.618454098701477,1159.8282470703125,347.5176086425781,0.031074702739715576,1242.5372314453125,516.468017578125,0.51092529296875
34,1228.9901123046875,222.34942626953125,0.6304445862770081,1159.95556640625,347.19940185546875,0.10633757710456848,1251.28662109375,509.630615234375,0.4997963607311249
35,1233.1876220703125,220.1363525390625,0.6268731355667114,1159.1917724609375,347.66876220703125,0.05397555232048035,1259.8658447265625,502.4980773925781,0.4832964241504669
