scorer,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000
bodyparts,Shoulder,Shoulder,Shoulder,Elbow,Elbow,Elbow,Wrist,Wrist,Wrist
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,827.4503784179688,261.3327941894531,0.41607022285461426,833.17138671875,506.1941223144531,0.6092426180839539,1011.403564453125,665.6787719726562,0.4494415819644928
1,827.611572265625,260.74658203125,0.4516276717185974,834.4578857421875,500.865966796875,0.6036145091056824,1012.0350952148438,665.0062255859375,0.4847904443740845
2,828.0910034179688,260.9444580078125,0.4236781597137451,834.6773071289062,501.27667236328125,0.5750516057014465,1011.8050537109375,665.064453125,0.4608495533466339
3,828.3037109375,260.5362243652344,0.40794050693511963,835.0697021484375,501.0245666503906,0.6218410134315491,1016.8500366210938,662.21630859375,0.4648232161998749
4,828.303466796875,260.49603271484375,0.4374489188194275,835.383056640625,500.5287170410156,0.61646568775177,1016.93017578125,661.6670532226562,0.4918813705444336
5,827.320068359375,255.70860290527344,0.3409573435783386,834.86279296875,500.3677673339844,0.6043940186500549,1018.1565551757812,661.9815673828125,0.4816499352455139
6,825.9945068359375,247.47898864746094,0.33473432064056396,835.4959716796875,499.2210388183594,0.591903567314148,1018.3579711914062,661.4600830078125,0.4806881844997406
7,826.7885131835938,247.87229919433594,0.3273316025733948,841.6715087890625,498.9861145019531,0.5909701585769653,1019.0863647460938,661.439453125,0.47118937969207764
8,826.7146606445312,247.0014190673828,0.39457470178604126,841.833740234375,498.59814453125,0.595695436000824,1018.85791015625,661.0913696289062,0.5056604743003845
9,827.4166259765625,247.06129455566406,0.3490141034126282,843.0299072265625,498.14794921875,0.6237841844558716,1019.2653198242188,660.5663452148438,0.535862386226654
10,828.4298706054688,253.57943725585938,0.31365346908569336,843.1445922851562,497.92138671875,0.5860337615013123,1019.3615112304688,660.0601196289062,0.5280432105064392
11,828.9295654296875,254.08782958984375,0.34450221061706543,843.0966186523438,491.29541015625,0.5505181550979614,1020.1699829101562,659.5633544921875,0.4642593264579773
12,829.1126708984375,253.33042907714844,0.3306693434715271,855.6975708007812,485.1898498535156,0.5890426635742188,1020.3621215820312,659.3746337890625,0.4529988169670105
13,830.0704956054688,252.2975616455078,0.3777700960636139,855.8200073242188,484.9837646484375,0.58493971824646,1033.1544189453125,660.2822265625,0.4140045642852783
14,830.7894897460938,251.79104614257812,0.33175480365753174,856.005615234375,484.441162109375,0.5875101089477539,1033.5399169921875,659.7918701171875,0.4428342580795288
15,830.540771484375,244.07089233398438,0.3967748284339905,855.9677124023438,485.14556884765625,0.4749862253665924,1034.5223388671875,659.7295532226562,0.4547712504863739
16,828.7822875976562,239.2912139892578,0.3634272813796997,851.3209228515625,483.67138671875,0.550956130027771,1034.9468994140625,659.5782470703125,0.4381258487701416
17,829.1382446289062,239.21029663085938,0.35575705766677856,851.7018432617188,482.8658142089844,0.5160319209098816,1036.13330078125,659.1640625,0.45708006620407104
18,844.6241455078125,249.75990295410156,0.34603357315063477,862.9149169921875,474.8301696777344,0.538826048374176,1036.6331787109375,658.50390625,0.4239204227924347
19,830.2809448242188,237.2733917236328,0.3384418189525604,853.1416625976562,477.1430969238281,0.5327707529067993,1036.65234375,657.8635864257812,0.40609484910964966
20,829.6668701171875,231.35655212402344,0.32734414935112,858.2066650390625,470.86700439453125,0.5840691328048706,1034.8304443359375,652.2151489257812,0.4107070565223694
21,854.6209716796875,245.8235626220703,0.3441523313522339,858.8621215820312,471.0716857910156,0.5344318151473999,1035.4188232421875,651.8165893554688,0.4299185872077942
22,830.9283447265625,230.2573699951172,0.3448728919029236,859.1480102539062,470.535888671875,0.5400547981262207,1034.4794921875,647.9140014648438,0.42008259892463684
23,837.1970825195312,231.04815673828125,0.39719095826148987,865.0869750976562,468.4598388671875,0.5397562980651855,1036.3243408203125,650.8740234375,0.4396703243255615
24,843.4420166015625,237.94989013671875,0.41491806507110596,866.060302734375,467.8656921386719,0.5315226316452026,1036.3673095703125,650.43896484375,0.45348113775253296
25,844.2945556640625,238.53515625,0.3794505000114441,866.3742065429688,467.215576171875,0.52520751953125,1034.4368896484375,646.4248046875,0.4266771078109741
26,846.2435302734375,243.1636199951172,0.3543614149093628,866.9442138671875,466.7380676269531,0.5521169304847717,1034.81103515625,646.0965576171875,0.455645352602005
27,845.38330078125,236.8779296875,0.41513291001319885,866.7937622070312,466.6653747558594,0.5189134478569031,1035.923583984375,646.4049072265625,0.439314603805542
28,845.2763061523438,236.4793243408203,0.36754676699638367,866.7784423828125,467.1770935058594,0.5137261748313904,1036.0291748046875,646.3115234375,0.4490608870983124
29,845.5977783203125,236.5601043701172,0.35111039876937866,872.703857421875,467.0028381347656,0.4916762411594391,1035.431396484375,645.6771850585938,0.48262590169906616
30,845.7428588867188,235.66058349609375,0.3461896777153015,873.2093505859375,467.44903564453125,0.5108953714370728,1036.3712158203125,645.3906860351562,0.42857274413108826
31,846.1695556640625,235.2921600341797,0.38116255402565,873.5576171875,466.8209228515625,0.5793139934539795,1036.8834228515625,645.9542236328125,0.42988577485084534
32,847.3099365234375,234.749267578125,0.3680756986141205,873.8460693359375,467.6152648925781,0.5821092128753662,1036.7279052734375,645.3326416015625,0.4347032606601715
33,847.8590087890625,234.378662109375,0.34472793340682983,874.6697998046875,466.92596435546875,0.6620087027549744,1037.085693359375,644.646240234375,0.4472343623638153
34,847.77197265625,228.24203491210938,0.2633781135082245,875.039306640625,466.80438232421875,0.6591904163360596,1041.45556640625,639.4320678710938,0.4331981837749481
35,846.942626953125,221.91937255859375,0.28782588243484497,876.237060546875,460.614990234375,0.6306602358818054,1041.380859375,639.0742797851562,0.4424302875995636
36,854.365478515625,220.71224975585938,0.3458407521247864,880.6370239257812,458.36370849609375,0.6007525324821472,1049.288330078125,643.526611328125,0.44103124737739563
