scorer,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000,DLC_resnet50_Please_use_this_oneMay20shuffle1_200000
bodyparts,Shoulder,Shoulder,Shoulder,Elbow,Elbow,Elbow,Wrist,Wrist,Wrist
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1298.975341796875,339.06317138671875,0.6130387783050537,1240.2789306640625,467.29510498046875,0.2457084059715271,1393.8109130859375,643.9974975585938,0.48779913783073425
1,1298.550537109375,339.38629150390625,0.5942374467849731,1236.5982666015625,467.3072509765625,0.23419487476348877,1393.7469482421875,638.96044921875,0.47361665964126587
2,1295.8033447265625,340.52947998046875,0.6039382815361023,1236.9072265625,468.19232177734375,0.16885364055633545,1393.961669921875,644.2592163085938,0.4852120876312256
3,1295.5909423828125,341.01043701171875,0.601251482963562,1236.889404296875,468.65240478515625,0.24655643105506897,1393.7305908203125,638.6680297851562,0.49415913224220276
4,1295.0892333984375,341.07379150390625,0.6012975573539734,1237.2060546875,468.8971252441406,0.14033415913581848,1393.8896484375,638.7764282226562,0.4877258241176605
5,1294.645263671875,340.9316711425781,0.5930600166320801,1246.5322265625,432.1270446777344,0.13796034455299377,1393.9197998046875,638.6329345703125,0.4960705637931824
6,1294.2408447265625,341.028076171875,0.5778316855430603,1246.42041015625,431.9255065917969,0.17207306623458862,1393.94677734375,638.8872680664062,0.4983291029930115
7,1293.99462890625,340.8816833496094,0.5598011016845703,1251.2542724609375,433.2178955078125,0.11599022150039673,1393.98681640625,643.9996337890625,0.48703423142433167
8,1293.970458984375,340.793212890625,0.5647245049476624,1240.9005126953125,469.5901794433594,0.17429479956626892,1393.9515380859375,638.6896362304688,0.4993646442890167
9,1293.8209228515625,340.65716552734375,0.5592195391654968,1240.7803955078125,469.7004699707031,0.15385884046554565,1394.121337890625,638.1712646484375,0.4916659891605377
10,1293.4168701171875,340.8648376464844,0.5687603950500488,1240.77490234375,469.91455078125,0.12364313006401062,1394.233154296875,638.4833984375,0.4784267246723175
11,1293.3270263671875,340.6871337890625,0.5698055028915405,1240.6524658203125,469.6807861328125,0.16602984070777893,1394.2174072265625,643.6693115234375,0.48889246582984924
12,1292.9930419921875,340.5847473144531,0.5544313788414001,1246.62255859375,431.7123718261719,0.12899044156074524,1394.149169921875,643.9476928710938,0.4986962676048279
13,1292.6015625,340.2840270996094,0.5725670456886292,1240.162353515625,469.4858703613281,0.12225973606109619,1394.242431640625,643.9197387695312,0.4987143576145172
14,1292.1622314453125,340.3744812011719,0.5671352744102478,1235.7667236328125,475.2129821777344,0.19296658039093018,1394.267822265625,643.7434692382812,0.5105310678482056
15,1292.30419921875,340.5220031738281,0.5822967886924744,1235.8233642578125,469.14263916015625,0.2843644618988037,1394.3626708984375,644.4237670898438,0.5233704447746277
16,1291.647705078125,340.94927978515625,0.6200708746910095,1234.3232421875,474.4521484375,0.31996625661849976,1393.676513671875,644.9732666015625,0.5205013155937195
17,1291.2139892578125,340.746337890625,0.6086223125457764,1234.487060546875,468.6772155761719,0.2917017340660095,1393.611328125,645.2926635742188,0.5522154569625854
18,1290.6170654296875,341.3525695800781,0.6443030834197998,1232.4775390625,480.2106018066406,0.25271233916282654,1389.451171875,644.9425048828125,0.5588881969451904
19,1290.524658203125,341.4944763183594,0.6654816269874573,1232.5703125,480.25628662109375,0.20641309022903442,1389.2132568359375,645.0267944335938,0.5822542905807495
20,1290.8223876953125,341.93743896484375,0.6505093574523926,1232.8458251953125,481.1131896972656,0.20039281249046326,1388.9681396484375,644.8298950195312,0.599693775177002
21,1290.9197998046875,342.3082275390625,0.6432051658630371,1232.57373046875,481.530517578125,0.20352250337600708,1389.4019775390625,644.8792114257812,0.6185228824615479
22,1291.1624755859375,342.5004577636719,0.6149901747703552,1232.8126220703125,481.9967041015625,0.24680554866790771,1389.237548828125,644.873779296875,0.623796820640564
23,1291.6148681640625,342.596435546875,0.5895190834999084,1233.108154296875,481.9277648925781,0.20189890265464783,1389.843505859375,645.1453857421875,0.5981757640838623
24,1291.947998046875,342.76513671875,0.5467116236686707,1233.3077392578125,481.6187438964844,0.24518033862113953,1393.1591796875,646.3379516601562,0.5609594583511353
25,1293.4820556640625,354.54644775390625,0.526206374168396,1233.44384765625,482.116455078125,0.2720670700073242,1393.285400390625,645.8818359375,0.6079301238059998
26,1293.650146484375,354.71380615234375,0.5026596784591675,1233.299072265625,481.7844543457031,0.29589980840682983,1393.7535400390625,646.45458984375,0.6030364632606506
27,1294.09912109375,354.7568359375,0.5167851448059082,1233.4205322265625,481.9978942871094,0.33791548013687134,1393.9034423828125,646.6996459960938,0.5964537262916565
28,1294.364013671875,354.982666015625,0.5323693752288818,1233.716064453125,482.6281433105469,0.3276844620704651,1394.110107421875,647.2108764648438,0.58526611328125
29,1294.4259033203125,355.41827392578125,0.5448606014251709,1234.4000244140625,483.31744384765625,0.29832732677459717,1393.7662353515625,647.5472412109375,0.5891590118408203
30,1294.6573486328125,356.04168701171875,0.5614615082740784,1234.66015625,483.8538818359375,0.2269056737422943,1394.3541259765625,647.751220703125,0.5928951501846313
31,1294.59912109375,356.7723388671875,0.5711826086044312,1234.80908203125,484.0635986328125,0.18528002500534058,1395.164794921875,650.0850219726562,0.6109756231307983
32,1294.563232421875,357.4290771484375,0.5822669863700867,1234.7421875,484.5447998046875,0.2246110439300537,1395.3780517578125,650.6718139648438,0.5892162919044495
33,1298.7725830078125,357.4651184082031,0.5897353887557983,1235.236083984375,484.75201416015625,0.2021123468875885,1395.6412353515625,650.8343505859375,0.6028478145599365
34,1298.9759521484375,357.6783142089844,0.5949293375015259,1235.342529296875,484.1656494140625,0.29166990518569946,1395.4117431640625,651.1680908203125,0.59205561876297
35,1302.3016357421875,351.9291076660156,0.603397011756897,1235.6219482421875,484.724365234375,0.30367064476013184,1395.3626708984375,651.5327758789062,0.5940179228782654
